batch_id,source_row_number,merchant_sku,normalized_name,slug,category,brand,size,price_source_status,image_readiness_status,image_source,normalized_image_path,image_sha256,validation_status,rejection_reason
batch004,817,ARD-2389,معطر دبدوب مني باريس Eau Blue,معطر-دبدوب-مني-باريس-eau-blue-ard-2389,home-linen-air,Mini Paris,,VALID,IMAGE_VERIFIED,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2389.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2389-C2F5E48D.webp,C2F5E48DCD4BC7C3B9AFAC06F958CB19E59DFADCCE63FDC18A1444DCCB92BE0D,READY,
batch004,818,ARD-2391,معطر دبدوب مني باريس الايف,معطر-دبدوب-مني-باريس-الايف-ard-2391,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,819,ARD-2392,معطر دبدوب مني باريس Mellennium Man,معطر-دبدوب-مني-باريس-mellennium-man-ard-2392,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,820,ARD-2393,معطر دبدوب مني باريس Carrere delegation,معطر-دبدوب-مني-باريس-carrere-delegation-ard-2393,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,821,ARD-2394,معطر دبدوب مني باريس مون لكت,معطر-دبدوب-مني-باريس-مون-لكت-ard-2394,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,822,ARD-2395,معطر دبدوب مني باريس انتينستي,معطر-دبدوب-مني-باريس-انتينستي-ard-2395,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,823,ARD-2397,معطر دبدوب مني باريس دانيس براون,معطر-دبدوب-مني-باريس-دانيس-براون-ard-2397,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,824,ARD-2398,معطر دبدوب مني باريس فلورال,معطر-دبدوب-مني-باريس-فلورال-ard-2398,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,825,ARD-2399,معطر دبدوب مني باريس La Nina,معطر-دبدوب-مني-باريس-la-nina-ard-2399,home-linen-air,Mini Paris,,VALID,IMAGE_VERIFIED,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2399.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2399-8CAD9A97.webp,8CAD9A97F1610AA72A9B8ED0D09FB5BF314EF340ADC1B05C86E7300640B119E9,READY,
batch004,826,ARD-2400,معطر دبدوب مني باريس دريم روز,معطر-دبدوب-مني-باريس-دريم-روز-ard-2400,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,827,ARD-2407,معطر دبدوب مني باريس سيكرت انجل,معطر-دبدوب-مني-باريس-سيكرت-انجل-ard-2407,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,828,ARD-2408,معطر دبدوب مني باريس سافيور,معطر-دبدوب-مني-باريس-سافيور-ard-2408,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,829,ARD-2409,معطر دبدوب مني باريس مني بلوم,معطر-دبدوب-مني-باريس-مني-بلوم-ard-2409,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,830,ARD-2410,معطر دبدوب مني باريس شي احمر,معطر-دبدوب-مني-باريس-شي-احمر-ard-2410,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,831,ARD-2411,معطر دبدوب مني باريس ميراج,معطر-دبدوب-مني-باريس-ميراج-ard-2411,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,832,ARD-2412,معطر دبدوب مني باريس ترنت بارفوم,معطر-دبدوب-مني-باريس-ترنت-بارفوم-ard-2412,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,833,ARD-2413,معطر دبدوب مني باريس فايند مي,معطر-دبدوب-مني-باريس-فايند-مي-ard-2413,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,834,ARD-2415,معطر دبدوب مني باريس اليسا,معطر-دبدوب-مني-باريس-اليسا-ard-2415,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,835,ARD-2416,معطر دبدوب مني باريس BASSION,معطر-دبدوب-مني-باريس-bassion-ard-2416,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
batch004,836,ARD-2420,معطر دبدوب مني باريس فيري سينس وردي,معطر-دبدوب-مني-باريس-فيري-سينس-وردي-ard-2420,home-linen-air,Mini Paris,,VALID,IMAGE_PENDING,,,,READY,
