batch_id,source_row_number,merchant_sku,normalized_name,slug,category,brand,size,price_source_status,image_readiness_status,image_source,normalized_image_path,image_sha256,validation_status,rejection_reason
batch005,1136,ARD-4855,عطر فواح مكس فروت جديد,عطر-فواح-مكس-فروت-جديد-ard-4855,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1137,ARD-4856,عطر فواح بطيخ جديد,عطر-فواح-بطيخ-جديد-ard-4856,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1138,ARD-4857,عطر فواح ستروبري جديد,عطر-فواح-ستروبري-جديد-ard-4857,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1139,ARD-4858,عطر فواح باربي جديد,عطر-فواح-باربي-جديد-ard-4858,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1140,ARD-4859,عطر فواح شيلة سكريت جديد,عطر-فواح-شيلة-سكريت-جديد-ard-4859,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1141,ARD-4860,عطر فواح كاندي جديد,عطر-فواح-كاندي-جديد-ard-4860,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1142,ARD-4861,عطر فواح مود جديد,عطر-فواح-مود-جديد-ard-4861,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1143,ARD-4862,عطر فواح باريس جديد,عطر-فواح-باريس-جديد-ard-4862,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1144,ARD-4863,عطر فواح لافندر جديد,عطر-فواح-لافندر-جديد-ard-4863,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1145,ARD-4864,عطر فواح مالديف جديد,عطر-فواح-مالديف-جديد-ard-4864,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1146,ARD-4865,عطر فواح كام سنت جديد,عطر-فواح-كام-سنت-جديد-ard-4865,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1147,ARD-4866,عطر فواح خوخ جديد,عطر-فواح-خوخ-جديد-ard-4866,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1148,ARD-4867,عطر فواح بلاك ستون جديد,عطر-فواح-بلاك-ستون-جديد-ard-4867,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1149,ARD-4868,عطر فواح جيري جديد,عطر-فواح-جيري-جديد-ard-4868,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1150,ARD-4869,عطر فواح عود جديد,عطر-فواح-عود-جديد-ard-4869,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1151,ARD-4870,عطر فواح فري نايس اوركيد جديد,عطر-فواح-فري-نايس-اوركيد-جديد-ard-4870,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1152,ARD-4871,عطر فواح باتشولي جديد,عطر-فواح-باتشولي-جديد-ard-4871,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1153,ARD-4873,عطر فواح لندن جديد,عطر-فواح-لندن-جديد-ard-4873,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1154,ARD-4874,عطر فواح هملايا جديد,عطر-فواح-هملايا-جديد-ard-4874,home-linen-air,دار المسك,,VALID,IMAGE_PENDING,,,,READY,
batch005,1155,ARD-686,بخور اميري 50 غرام,بخور-اميري-50-غرام-ard-686,incense-maamoul,أرض الخليج,50 غرام,VALID,IMAGE_PENDING,,,,READY,
batch005,1156,ARD-687,بخور سلطان 50 غرام,بخور-سلطان-50-غرام-ard-687,incense-maamoul,أرض الخليج,50 غرام,VALID,IMAGE_PENDING,,,,READY,
batch005,1157,ARD-688,بخور الشيوخ 50 غرام,بخور-الشيوخ-50-غرام-ard-688,incense-maamoul,أرض الخليج,50 غرام,VALID,IMAGE_PENDING,,,,READY,
batch005,1158,ARD-207,شاور غلاها زايد,شاور-غلاها-زايد-ard-207,body-bath-care,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1159,ARD-208,شاور للصبايا فقط,شاور-للصبايا-فقط-ard-208,body-bath-care,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1160,ARD-209,شاور فاطمه,شاور-فاطمه-ard-209,body-bath-care,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1161,ARD-2006,شاور عروسة,شاور-عروسة-ard-2006,body-bath-care,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1162,ARD-2007,شاور فقط للنساء,شاور-فقط-للنساء-ard-2007,body-bath-care,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1163,ARD-2009,شاور مكياج,شاور-مكياج-ard-2009,body-bath-care,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1164,ARD-2010,شاور انوثة,شاور-انوثة-ard-2010,body-bath-care,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1165,ARD-550,مخمريه الانوثه,مخمريه-الانوثه-ard-550,musk-oils-mukhammaria,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1166,ARD-1395,مخمريه كاردينيا,مخمريه-كاردينيا-ard-1395,musk-oils-mukhammaria,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1167,ARD-2751,مخمرية الملكة,مخمرية-الملكة-ard-2751,musk-oils-mukhammaria,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1168,ARD-2771,مخمرية لجين,مخمرية-لجين-ard-2771,musk-oils-mukhammaria,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1169,ARD-564,بودره مربعه فقط لنساء,بودره-مربعه-فقط-لنساء-ard-564,perfumes,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1170,ARD-565,بودره مربعه مكياج وردي,بودره-مربعه-مكياج-وردي-ard-565,powder-makeup,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1171,ARD-566,بودره مربعه غلاها زايد,بودره-مربعه-غلاها-زايد-ard-566,perfumes,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1172,ARD-567,بودره مربعه الانوثه,بودره-مربعه-الانوثه-ard-567,perfumes,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1173,ARD-568,بودره مربعه لصبايا,بودره-مربعه-لصبايا-ard-568,perfumes,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1174,ARD-569,بودره مربعه فاطمه,بودره-مربعه-فاطمه-ard-569,perfumes,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1175,ARD-570,بودره مربعه عطر العروسه,بودره-مربعه-عطر-العروسه-ard-570,perfumes,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
batch005,1176,ARD-595,بودره بوري فقط لنساء,بودره-بوري-فقط-لنساء-ard-595,perfumes,أرض الخليج,,VALID,IMAGE_PENDING,,,,READY,
