sku,source_code,name,brand,size,price,product_type,file_category,file_confidence,final_category,final_slug,confidence,reason,evidence_basis,review_status,review_reason,reviewed_at,stage2_status,tree,is_pilot10,corrected_from_excel,in_original_focus350
ARD-3812,3812,لوشن سيف الفارس بابايا ليمون 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس بابايا ليمون 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3813,3813,لوشن سيف الفارس كاكاو وصويا 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس كاكاو وصويا 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3814,3814,لوشن سيف الفارس ألوفيرا بلو بيري 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس ألوفيرا بلو بيري 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3815,3815,لوشن سيف الفارس رمان عنب 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس رمان عنب 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3816,3816,لوشن سيف الفارس ماء ورد لوز 500 مل,Saif Al Fares,500 مل,4000,لوشن جسم,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=لوشن سيف الفارس ماء ورد لوز 500 مل; product_type=لوشن جسم,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3819,3819,شاور جل سنسيت بردايس,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل سنسيت بردايس; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3820,3820,شاور جل رومانتك وايت تي,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل رومانتك وايت تي; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3821,3821,شاور جل برتي بلوسوم,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل برتي بلوسوم; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3822,3822,شاور جل كاونتري كرين تي,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل كاونتري كرين تي; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3823,3823,شاور جل بيونس كاردن,Saif Al Fares,,3000,شاور جل,العناية بالجسم والاستحمام,high,العناية بالجسم والاستحمام,body-bath-care,high,explicit body/bath type,name=شاور جل بيونس كاردن; product_type=شاور جل,approved,explicit body/bath type,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-3835,3835,عطر اكوا اصالة مسك 100 مل,Saif Al Fares,100 مل,10000,عطر,العطور,high,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر اكوا اصالة مسك 100 مل; product_type=عطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-467,467,عطر مسك مود,Lattafa,,16000,عطر,العطور,high,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر مسك مود; product_type=عطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-775,775,عطر مسك السلامه,Lattafa,,15000,عطر,العطور,high,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر مسك السلامه; product_type=عطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-2511,2511,عطر انا الابيض بودري,Lattafa,,18000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر انا الابيض بودري; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3259,3259,عطر صفوان عطر المسك 100 مل,Lattafa,100 مل,24000,عطر,العطور,high,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر صفوان عطر المسك 100 مل; product_type=عطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-4193,4193,عطر فلفت مسك 100 مل,Lattafa,100 مل,23000,عطر,العطور,high,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر فلفت مسك 100 مل; product_type=عطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-4635,4635,عطر اطلس 55 مل,Lattafa,55 مل,32000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر اطلس 55 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4652,4652,عطر كف مي كورماند بيري اون توب 75 مل,Lattafa,75 مل,37000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر كف مي كورماند بيري اون توب 75 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4653,4653,عطر كف مي كورماند مالو مادنس 75 مل,Lattafa,75 مل,37000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر كف مي كورماند مالو مادنس 75 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4654,4654,عطر كف مي كورماند ويبد بلشور 75 مل,Lattafa,75 مل,37000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر كف مي كورماند ويبد بلشور 75 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4656,4656,عطر كف مي كورماند جوكو اوفردوس 75 مل,Lattafa,75 مل,37000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر كف مي كورماند جوكو اوفردوس 75 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4657,4657,عطر كف مي كورماند كوكي كرايف 75 مل,Lattafa,75 مل,37000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر كف مي كورماند كوكي كرايف 75 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4658,4658,عطر كف مي كورماند فانيلا فريك 75 مل,Lattafa,75 مل,37000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر كف مي كورماند فانيلا فريك 75 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4660,4660,عطر ليان 75 مل,Lattafa,75 مل,33000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر ليان 75 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4663,4663,عطر فاير اون ايس 110 مل,Lattafa,110 مل,43000,عطر,العطور,high,العطور,perfumes,high,standard perfume,name=عطر فاير اون ايس 110 مل; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4921,4921,سيت عطر اسد 4*25 مل,Lattafa,25 مل,55000,مجموعة عطرية,العطور,high,العطور,perfumes,medium,multi-piece set — not auto-mini,name=سيت عطر اسد 4*25 مل; product_type=مجموعة عطرية,approved,multi-piece set — not auto-mini,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-1087,1087,معطر شيخ شيوخ مركز,Lattafa,,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر شيخ شيوخ مركز; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-1871,1871,معطر محاسن كرستال بنفسجي,Lattafa,,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر محاسن كرستال بنفسجي; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-1881,1881,معطر شيخ الشيوخ خصوصي,Lattafa,,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر شيخ الشيوخ خصوصي; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-1884,1884,معطر خالص عود,Lattafa,,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر خالص عود; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-2318,2318,معطر جسم لطافة مسك سلامة,Lattafa,,3000,معطر جسم أو بودي مست,معطرات الجسم والبودي مست,high,معطرات الجسم والبودي مست,body-mist-splash,high,explicit body mist/splash,name=معطر جسم لطافة مسك سلامة; product_type=معطر جسم أو بودي مست,approved,explicit body mist/splash,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-2669,2669,معطر جسم انا الابيض بودري 200 مل,Lattafa,200 مل,3000,معطر جسم أو بودي مست,معطرات الجسم والبودي مست,high,معطرات الجسم والبودي مست,body-mist-splash,high,explicit body mist/splash,name=معطر جسم انا الابيض بودري 200 مل; product_type=معطر جسم أو بودي مست,approved,explicit body mist/splash,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-2674,2674,معطر قائد الشباب 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر قائد الشباب 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3262,3262,معطر يارا موي 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر يارا موي 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3273,3273,معطر ميار 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر ميار 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3275,3275,معطر مهرة 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر مهرة 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3279,3279,معطر فلفت روز 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر فلفت روز 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3280,3280,معطر خمرة 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر خمرة 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3282,3282,معطر عزيزة 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر عزيزة 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3283,3283,معطر اجود 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر اجود 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3284,3284,معطر شهد 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر شهد 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4159,4159,معطر مسك مود 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=معطر مسك مود 200 مل; product_type=معطر,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-4242,4242,معطر يارا توس 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر يارا توس 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4329,4329,معطر اسد زينزبار 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر اسد زينزبار 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4330,4330,معطر ميار ناتورال انتنس 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر ميار ناتورال انتنس 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4461,4461,معطر اكلاير 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر اكلاير 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4490,4490,معطر خمرة قهوه 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر خمرة قهوه 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4491,4491,معطر حياتي فلورنس 200 مل / لطافه,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر حياتي فلورنس 200 مل / لطافه; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4554,4554,معطر مسمم ابيض انتنس 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر مسمم ابيض انتنس 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4556,4556,معطر اسد بوبون,Lattafa,,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر اسد بوبون; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4566,4566,معطر قائد الفرسان 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر قائد الفرسان 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4704,4704,معطر فكتوريا 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر فكتوريا 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4705,4705,معطر اجود بينك 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر اجود بينك 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4706,4706,معطر هيا 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر هيا 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-4707,4707,معطر انغام 200 مل,Lattafa,200 مل,3000,معطر,معطرات الجسم والبودي مست,medium,معطرات الجسم والبودي مست,body-mist-splash,medium,workbook category retained after rules miss,name=معطر انغام 200 مل; product_type=معطر,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-1318,1318,30 مل الشموخ,Lattafa,30 مل,7000,عطر,العطور,medium,العطور,perfumes,high,standard perfume,name=30 مل الشموخ; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-1319,1319,30 مل ثراء,Lattafa,30 مل,7000,عطر,العطور,medium,العطور,perfumes,high,standard perfume,name=30 مل ثراء; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-1320,1320,30 مل معالي,Lattafa,30 مل,7000,عطر,العطور,medium,العطور,perfumes,high,standard perfume,name=30 مل معالي; product_type=عطر,approved,standard perfume,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-1919,1919,عطر رغبة 30 مل,Lattafa,30 مل,5000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,perfume with size<=30ml,name=عطر رغبة 30 مل; product_type=عطر صغير أو ميني,approved,perfume with size<=30ml,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1921,1921,عطر رمز لطافة 30 مل سلفر,Lattafa,30 مل,5000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,perfume with size<=30ml,name=عطر رمز لطافة 30 مل سلفر; product_type=عطر صغير أو ميني,approved,perfume with size<=30ml,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1922,1922,عطر شيخ الشيوخ لوكس 30 مل,Lattafa,30 مل,5000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,perfume with size<=30ml,name=عطر شيخ الشيوخ لوكس 30 مل; product_type=عطر صغير أو ميني,approved,perfume with size<=30ml,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1924,1924,عطر شيخ الشيوخ 30 مل,Lattafa,30 مل,5000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,perfume with size<=30ml,name=عطر شيخ الشيوخ 30 مل; product_type=عطر صغير أو ميني,approved,perfume with size<=30ml,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1925,1925,عطر نجدية 30 مل,Lattafa,30 مل,5000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,perfume with size<=30ml,name=عطر نجدية 30 مل; product_type=عطر صغير أو ميني,approved,perfume with size<=30ml,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-1926,1926,عطر ليل ملكي 30 مل,Lattafa,30 مل,5000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,perfume with size<=30ml,name=عطر ليل ملكي 30 مل; product_type=عطر صغير أو ميني,approved,perfume with size<=30ml,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2633,2633,عطر للصبايا 25 مل زيتي,Lattafa,25 مل,12000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,explicit mini/travel label,name=عطر للصبايا 25 مل زيتي; product_type=عطر صغير أو ميني,approved,explicit mini/travel label,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2636,2636,عطر نجدية 25 مل زيتي,Lattafa,25 مل,12000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,explicit mini/travel label,name=عطر نجدية 25 مل زيتي; product_type=عطر صغير أو ميني,approved,explicit mini/travel label,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2637,2637,عطر شيخ الشيوخ لوكس 25 مل زيتي,Lattafa,25 مل,12000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,explicit mini/travel label,name=عطر شيخ الشيوخ لوكس 25 مل زيتي; product_type=عطر صغير أو ميني,approved,explicit mini/travel label,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2638,2638,عطر وشوشة 25 مل زيتي,Lattafa,25 مل,12000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,explicit mini/travel label,name=عطر وشوشة 25 مل زيتي; product_type=عطر صغير أو ميني,approved,explicit mini/travel label,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2639,2639,عطر سر الخلود بني 25 مل زيتي,Lattafa,25 مل,12000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,explicit mini/travel label,name=عطر سر الخلود بني 25 مل زيتي; product_type=عطر صغير أو ميني,approved,explicit mini/travel label,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-2640,2640,عطر محاسن كرستال فيوليت 25 مل زيتي,Lattafa,25 مل,12000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,العطور الصغيرة والميني,mini-travel-perfume,high,explicit mini/travel label,name=عطر محاسن كرستال فيوليت 25 مل زيتي; product_type=عطر صغير أو ميني,approved,explicit mini/travel label,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,NO
ARD-4482,4482,عطر زيتي يارا 20 مل,Lattafa,20 مل,20000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر زيتي يارا 20 مل; product_type=عطر صغير أو ميني,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-4483,4483,عطر زيتي يارا توس 20 مل,Lattafa,20 مل,20000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر زيتي يارا توس 20 مل; product_type=عطر صغير أو ميني,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-4484,4484,عطر زيتي يارا كاندي 20 مل,Lattafa,20 مل,20000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر زيتي يارا كاندي 20 مل; product_type=عطر صغير أو ميني,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-4485,4485,عطر زيتي يارا موي 20 مل,Lattafa,20 مل,20000,عطر صغير أو ميني,العطور الصغيرة والميني,medium,المسك والمخمريات والعطور الزيتية,musk-oils-mukhammaria,high,explicit musk/oil/mukhammaria,name=عطر زيتي يارا موي 20 مل; product_type=عطر صغير أو ميني,corrected,explicit musk/oil/mukhammaria,2026-08-02T07:33:46Z,ready,proposed_child,NO,YES,YES
ARD-4563,4563,معطر جو انا الابيض بودري,Lattafa,,3000,معطر منزل وجو,معطرات المنزل والمفارش والجو,high,معطرات المنزل والمفارش والجو,home-linen-air,high,explicit home fragrance,name=معطر جو انا الابيض بودري; product_type=معطر منزل وجو,approved,explicit home fragrance,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3041,3041,معطر دبدوب لطافة عشق الشيوخ ذهبي,Lattafa,,4000,معطر دبدوب,معطرات المنزل والمفارش والجو,medium,معطرات المنزل والمفارش والجو,home-linen-air,medium,workbook category retained after rules miss,name=معطر دبدوب لطافة عشق الشيوخ ذهبي; product_type=معطر دبدوب,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3042,3042,معطر دبدوب لطافة عشق الشيوخ سلفر,Lattafa,,4000,معطر دبدوب,معطرات المنزل والمفارش والجو,medium,معطرات المنزل والمفارش والجو,home-linen-air,medium,workbook category retained after rules miss,name=معطر دبدوب لطافة عشق الشيوخ سلفر; product_type=معطر دبدوب,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3043,3043,معطر دبدوب لطافة لحضات,Lattafa,,4000,معطر دبدوب,معطرات المنزل والمفارش والجو,medium,معطرات المنزل والمفارش والجو,home-linen-air,medium,workbook category retained after rules miss,name=معطر دبدوب لطافة لحضات; product_type=معطر دبدوب,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
ARD-3045,3045,معطر دبدوب لطافة شاهين ذهبي,Lattafa,,4000,معطر دبدوب,معطرات المنزل والمفارش والجو,medium,معطرات المنزل والمفارش والجو,home-linen-air,medium,workbook category retained after rules miss,name=معطر دبدوب لطافة شاهين ذهبي; product_type=معطر دبدوب,approved,workbook category retained after rules miss,2026-08-02T07:33:46Z,ready,proposed_child,NO,NO,YES
