batch_id,source_row_number,merchant_sku,normalized_name,slug,category,brand,size,price_source_status,image_readiness_status,image_source,normalized_image_path,image_sha256,validation_status,rejection_reason
batch002,5,ARD-3815,لوشن سيف الفارس رمان عنب 500 مل,لوشن-سيف-الفارس-رمان-عنب-500-مل-ard-3815,body-bath-care,Saif Al Fares,500 مل,VALID,IMAGE_PENDING,,,,READY,
batch002,12,ARD-3825,بيرغموت,بيرغموت-ard-3825,perfumes,Saif Al Fares,,VALID,IMAGE_PENDING,,,,READY,
batch002,13,ARD-3826,كراس و ساكا,كراس-و-ساكا-ard-3826,perfumes,Saif Al Fares,,VALID,IMAGE_PENDING,,,,READY,
batch002,85,ARD-2143,عطر ايام نساء,عطر-ايام-نساء-ard-2143,perfumes,Lattafa,,VALID,IMAGE_PENDING,,,,READY,
batch002,99,ARD-2504,عطر محاسن كرستال بنفسجي,عطر-محاسن-كرستال-بنفسجي-ard-2504,perfumes,Lattafa,,VALID,IMAGE_VERIFIED,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-2504.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-2504-B133BCD9.webp,B133BCD9AAFE693BE87172496174BAC9246C986F19E0A8C280D12EF8AFC984E2,READY,
batch002,225,ARD-869,معطر جسم شيخ الشيوخ,معطر-جسم-شيخ-الشيوخ-ard-869,body-mist-splash,Lattafa,,VALID,IMAGE_PENDING,,,,READY,
batch002,228,ARD-1087,معطر شيخ شيوخ مركز,معطر-شيخ-شيوخ-مركز-ard-1087,body-mist-splash,Lattafa,,VALID,IMAGE_PENDING,,,,READY,
batch002,280,ARD-4555,معطر جسم حياتي الملكي,معطر-جسم-حياتي-الملكي-ard-4555,body-mist-splash,Lattafa,,VALID,IMAGE_PENDING,,,,READY,
batch002,287,ARD-4706,معطر هيا 200 مل,معطر-هيا-200-مل-ard-4706,body-mist-splash,Lattafa,200 مل,VALID,IMAGE_PENDING,,,,READY,
batch002,325,ARD-2798,معطر جو لطافة جديد رمز لطافة ذهبي,معطر-جو-لطافة-جديد-رمز-لطافة-ذهبي-ard-2798,home-linen-air,Lattafa,,VALID,IMAGE_PENDING,,,,READY,
batch002,326,ARD-4293,معطر جو خمرة 300 مل,معطر-جو-خمرة-300-مل-ard-4293,home-linen-air,Lattafa,300 مل,VALID,IMAGE_PENDING,,,,READY,
batch002,327,ARD-4295,معطر جو عود مود 300 مل,معطر-جو-عود-مود-300-مل-ard-4295,home-linen-air,Lattafa,300 مل,VALID,IMAGE_VERIFIED,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4295.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4295-EE6E23A5.webp,EE6E23A599A2045B228424A4A0E40B97002795F8C54C8EB08B88369707BDEE37,READY,
